CohortMonth,CohortIndex,retention_rate
2009-12,1,1.0
2010-01,1,1.0
2010-02,1,1.0
2010-03,1,1.0
2010-04,1,1.0
2010-05,1,1.0
2010-06,1,1.0
2010-07,1,1.0
2010-08,1,1.0
2010-09,1,1.0
2010-10,1,1.0
2010-11,1,1.0
2010-12,1,1.0
2011-01,1,1.0
2011-02,1,1.0
2011-03,1,1.0
2011-04,1,1.0
2011-05,1,1.0
2011-06,1,1.0
2011-07,1,1.0
2011-08,1,1.0
2011-09,1,1.0
2011-10,1,1.0
2011-11,1,1.0
2011-12,1,1.0
2009-12,2,0.5775006074946071
2010-01,2,0.24202673710577893
2010-02,2,0.19555660361865268
2010-03,2,0.2123850569741876
2010-04,2,0.1518609086104341
2010-05,2,0.12295084565643541
2010-06,2,0.1223919137000631
2010-07,2,0.11171968742525581
2010-08,2,0.22745201794165498
2010-09,2,0.18561897734504582
2010-10,2,0.25119537022458466
2010-11,2,0.16221390420812518
2010-12,2,0.08410926220594044
2011-01,2,0.07418417801938927
2011-02,2,0.19443115918316162
2011-03,2,0.20060587452141235
2011-04,2,0.3249548059962044
2011-05,2,0.17774969002798102
2011-06,2,0.12167209179541293
2011-07,2,0.17425284496359622
2011-08,2,0.4147937296645172
2011-09,2,0.21000388305519985
2011-10,2,0.3102081297960275
2011-11,2,0.15905697342733888
2009-12,3,0.4329624518223382
2010-01,3,0.3163389873835019
2010-02,3,0.32231257024423554
2010-03,3,0.22086253327445743
2010-04,3,0.16560867346297045
2010-05,3,0.12739575786455096
2010-06,3,0.17205242560610773
2010-07,3,0.18242556562397358
2010-08,3,0.3796211218314862
2010-09,3,0.20153782841164766
2010-10,3,0.10161822240533347
2010-11,3,0.09343239960955749
2010-12,3,0.2564992622315637
2011-01,3,0.07821499553725303
2011-02,3,0.3753268364973105
2011-03,3,0.26118999345537575
2011-04,3,0.1877040180371965
2011-05,3,0.19757224071434967
2011-06,3,0.09366292822879153
2011-07,3,0.26165393228533845
2011-08,3,0.6975104779342717
2011-09,3,0.3248694902346297
2011-10,3,0.10188251185236695
2009-12,4,0.5540027775403981
2010-01,4,0.3563488791947037
2010-02,4,0.3138190974531701
2010-03,4,0.27545555055234666
2010-04,4,0.24222169970213164
2010-05,4,0.11489910117217973
2010-06,4,0.19673345728118327
2010-07,4,0.332160300822211
2010-08,4,0.3857988272975588
2010-09,4,0.07636206585521073
2010-10,4,0.13102148268603014
2010-11,4,0.06314314872835133
2010-12,4,0.0528382030442694
2011-01,4,0.5200403081751787
2011-02,4,0.24310182195471683
2011-03,4,0.21509571112374595
2011-04,4,0.1758687508199666
2011-05,4,0.12314840293517197
2011-06,4,0.12982297828276548
2011-07,4,0.27755805223742325
2011-08,4,0.8892140565791781
2011-09,4,0.106225264715332
2009-12,5,0.4475486398389967
2010-01,5,0.36335588299510085
2010-02,5,0.2588197569005804
2010-03,5,0.21400138414347092
2010-04,5,0.1788492975081835
2010-05,5,0.15271939411883997
2010-06,5,0.26658453671718496
2010-07,5,0.38187071813707696
2010-08,5,0.2343258609406346
2010-09,5,0.164236203328339
2010-10,5,0.06900877636676218
2010-11,5,0.06385036856516967
2010-12,5,0.22499539695455925
2011-01,5,0.15874154072654542
2011-02,5,0.2111962181476008
2011-03,5,0.2133746223700514
2011-04,5,0.14039118401109532
2011-05,5,0.20144734447596732
2011-06,5,0.11645322332996327
2011-07,5,0.3348364984030348
2011-08,5,0.31040334351510496
2009-12,6,0.4463275350791285
2010-01,6,0.3774247830211136
2010-02,6,0.233230521157274
2010-03,6,0.23848738285882135
2010-04,6,0.2476077571813677
2010-05,6,0.2823582136407313
2010-06,6,0.36862502132865543
2010-07,6,0.11994845941212018
2010-08,6,0.08949133990402763
2010-09,6,0.05178838087984005
2010-10,6,0.0603594695586966
2010-11,6,0.06972667123375939
2010-12,6,0.0389972206024627
2011-01,6,0.12668718757332287
2011-02,6,0.12643108961670252
2011-03,6,0.13876154683893366
2011-04,6,0.2724258281632334
2011-05,6,0.19979727934985791
2011-06,6,0.17478906657278376
2011-07,6,0.10283269257407249
2009-12,7,0.4417871374302545
2010-01,7,0.32276212127897164
2010-02,7,0.2362543589874665
2010-03,7,0.2791738033419618
2010-04,7,0.28250285914511725
2010-05,7,0.20959271380390015
2010-06,7,0.12149328670077827
2010-07,7,0.12119033707251327
2010-08,7,0.0874207304910877
2010-09,7,0.16331742742747757
2010-10,7,0.09491173462368097
2010-11,7,0.10272923666732632
2010-12,7,0.026725849202401127
2011-01,7,0.10036857455813696
2011-02,7,0.18237465108072867
2011-03,7,0.19996807813037842
2011-04,7,0.14890131167883158
2011-05,7,0.2706135450468161
2011-06,7,0.029399578145031482
2009-12,8,0.4576605629570484
2010-01,8,0.2980162658510802
2010-02,8,0.30116103771780994
2010-03,8,0.34641817189340535
2010-04,8,0.26290889223443736
2010-05,8,0.08179254365184567
2010-06,8,0.13178270320065663
2010-07,8,0.13947205542078933
2010-08,8,0.12000534095573435
2010-09,8,0.06801935768369254
2010-10,8,0.086491070961581
2010-11,8,0.07329934736371663
2010-12,8,0.17749416429010423
2011-01,8,0.10896039415232765
2011-02,8,0.23078375311962088
2011-03,8,0.23942748319134083
2011-04,8,0.2773569460999285
2011-05,8,3.2965797764764226
2009-12,9,0.4854208390086841
2010-01,9,0.37534163969584283
2010-02,9,0.311307750530744
2010-03,9,0.3256706663533364
2010-04,9,0.08290770429210197
2010-05,9,0.053253082477553754
2010-06,9,0.18200684104222417
2010-07,9,0.1382888071778397
2010-08,9,0.1624380803550087
2010-09,9,0.18449618909695878
2010-10,9,0.12003171425090736
2010-11,9,0.06301080311239657
2010-12,9,0.021971626205622707
2011-01,9,0.08831051129206643
2011-02,9,0.21801235811531644
2011-03,9,0.2802408114052097
2011-04,9,0.09553040004147602
2009-12,10,0.5728415258309896
2010-01,10,0.4627802693032811
2010-02,10,0.32203121308955773
2010-03,10,0.09036777083934415
2010-04,10,0.14212922898961383
2010-05,10,0.06555926234111872
2010-06,10,0.21768918555518146
2010-07,10,0.1325295329034287
2010-08,10,0.1620619056332247
2010-09,10,0.09224684178613843
2010-10,10,0.10525486828810786
2010-11,10,0.07247485842984872
2010-12,10,0.018332749487808244
2011-01,10,0.22463121910613792
2011-02,10,0.2817938169148099
2011-03,10,0.08113180334846311
2009-12,11,0.6738214454659892
2010-01,11,0.4755563850466106
2010-02,11,0.14505968491276164
2010-03,11,0.10535244572885397
2010-04,11,0.05229247803395077
2010-05,11,0.083907443296461
2010-06,11,0.09506712078261133
2010-07,11,0.12248458146257746
2010-08,11,0.11938832869296592
2010-09,11,0.12492508481201046
2010-10,11,0.07375252790744508
2010-11,11,0.09645301294725557
2010-12,11,0.059392646914019506
2011-01,11,0.20534099041934098
2011-02,11,0.06406453021358276
2009-12,12,0.836151556740684
2010-01,12,0.24625876802040814
2010-02,12,0.11181792361673758
2010-03,12,0.12851880545975095
2010-04,12,0.136436891295736
2010-05,12,0.11956709679891143
2010-06,12,0.2284695808350699
2010-07,12,0.16856037464197746
2010-08,12,0.11527348495713223
2010-09,12,0.16222445492310544
2010-10,12,0.11350588478123477
2010-11,12,0.130148180549311
2010-12,12,0.3133090790358459
2011-01,12,0.07117482059599976
